MultiClassConvolutionalTsetlinMachine2D,notweighted,Epoch1,Epoch2,Epoch3,Epoch4,Epoch5,Epoch6,Epoch7,Epoch8,Epoch9,Epoch10,Epoch11,Epoch12,Epoch13,Epoch14,Epoch15,Epoch16,Epoch17,Epoch18,Epoch19,Epoch20,Epoch21,Epoch22,Epoch23,Epoch24,Epoch25,Epoch26,Epoch27,Epoch28,Epoch29,Epoch30,Epoch31,Epoch32,Epoch33,Epoch34,Epoch35,Epoch36,Epoch37,Epoch38,Epoch39,Epoch40,Epoch41,Epoch42,Epoch43,Epoch44,Epoch45,Epoch46,Epoch47,Epoch48,Epoch49,Epoch50,
Settings:
Clauses:,10000.0
Threshold:,90.0
S:,27.0
Window_X:,4.0
Window_Y:,4.0
Shape_X:,7.0
Shape_Y:,6.0
Shape_Z:,2.0
nodraw0,,87.7127,87.8272,88.1381,88.3549,88.5308,88.6616,88.7645,88.8866,89.0707,89.2048,89.2745,89.3611,89.4382,89.5113,89.5866,89.6566,89.7126,89.7660,89.8104,89.8593,89.9067,89.9609,89.9947,90.0258,90.0628,90.0769,90.1130,90.1435,90.1652,90.1958,90.2281,90.2487,90.2700,90.2906,90.3188,90.3391,90.3539,90.3727,90.3930,90.4054,90.4243,90.4384,90.4523,90.4692,90.4828,90.4973,90.5126,90.5241,90.5322,90.5448
nodraw1,,87.9581,88.6371,88.8144,88.9071,89.0412,89.1389,89.2507,89.3713,89.3725,89.4241,89.5139,89.5274,89.5640,89.6363,89.6826,89.7159,89.7675,89.7815,89.8336,89.8446,89.8794,89.9073,89.9343,89.9658,89.9856,90.0184,90.0299,90.0442,90.0540,90.0818,90.0999,90.0917,90.0876,90.0990,90.1099,90.1273,90.1404,90.1505,90.1635,90.1755,90.1904,90.1969,90.2030,90.2082,90.2167,90.2281,90.2323,90.2439,90.2554,90.2683
nodraw2,,87.2709,87.2382,87.5000,88.0563,88.2461,88.4626,88.6336,88.7803,88.9143,88.9889,89.0737,89.1648,89.2393,89.3009,89.3510,89.4143,89.4489,89.4997,89.5409,89.5795,89.6192,89.6537,89.6846,89.7129,89.7507,89.7830,89.8081,89.8321,89.8588,89.8860,89.9125,89.9378,89.9641,89.9840,90.0108,90.0260,90.0391,90.0644,90.0826,90.1010,90.1146,90.1260,90.1475,90.1695,90.1807,90.1971,90.2076,90.2197,90.2373,90.2484
nodraw3,,88.0052,88.4798,88.7853,88.9625,89.1638,89.2898,89.3705,89.4207,89.4925,89.4927,89.5791,89.6321,89.6580,89.7083,89.7791,89.8135,89.8707,89.8807,89.9026,89.9157,89.8879,89.9005,89.9241,89.9294,89.9565,89.9538,89.9628,89.9788,89.9825,89.9804,89.9932,89.9981,90.0026,90.0026,90.0199,90.0430,90.0560,90.0770,90.0927,90.1113,90.1110,90.1259,90.1390,90.1541,90.1598,90.1759,90.1698,90.1779,90.1950,90.2062
nodraw4,,87.1379,87.8171,88.3162,88.7539,88.9740,89.1507,89.2840,89.3634,89.4871,89.5156,89.6119,89.6962,89.7751,89.8345,89.8718,89.9075,89.9362,89.9989,90.0352,90.0671,90.0663,90.1021,90.1233,90.1510,90.1699,90.1999,90.2241,90.2477,90.2539,90.2744,90.3030,90.3212,90.3373,90.3554,90.3719,90.3835,90.3997,90.4181,90.4309,90.4476,90.4614,90.4711,90.4819,90.4937,90.5086,90.5207,90.5392,90.5495,90.5607,90.5754
nodraw5,,88.6907,88.7070,89.1271,89.2840,89.3715,89.4081,89.5300,89.6174,89.6999,89.7791,89.8304,89.8595,89.8628,89.8960,89.9040,89.9212,89.9451,89.9645,89.9828,90.0123,90.0148,90.0387,90.0512,90.0689,90.0773,90.0844,90.1067,90.1192,90.1315,90.1533,90.1637,90.1785,90.1919,90.2036,90.2188,90.2328,90.2468,90.2537,90.2698,90.2786,90.2926,90.3051,90.3209,90.3359,90.3441,90.3558,90.3709,90.3751,90.3828,90.3876
nodraw6,,87.7250,87.9951,88.1942,88.3429,88.4583,88.5706,88.6322,88.7377,88.7871,88.8576,88.9243,88.9825,88.9966,89.0344,89.0726,89.0947,89.1278,89.1571,89.1636,89.2013,89.2448,89.2821,89.2905,89.3249,89.3578,89.3869,89.4120,89.4342,89.4627,89.4757,89.4926,89.4983,89.5219,89.5331,89.5478,89.5640,89.5745,89.5904,89.6093,89.6207,89.6379,89.6575,89.6723,89.6768,89.6839,89.6876,89.6998,89.7068,89.7168,89.7303
nodraw7,,87.7250,88.2406,88.4997,88.6416,88.8183,88.8571,88.9572,89.0794,89.1853,89.2471,89.2739,89.3603,89.4058,89.4248,89.4523,89.4937,89.5157,89.5617,89.5771,89.6031,89.6025,89.6370,89.6414,89.6304,89.6426,89.6689,89.6836,89.6978,89.7099,89.7354,89.7387,89.7611,89.7818,89.7877,89.8008,89.8163,89.8310,89.8432,89.8565,89.8670,89.8775,89.8878,89.8988,89.9144,89.9171,89.9285,89.9352,89.9478,89.9496,89.9591
nodraw8,,85.3028,86.2193,86.6394,87.2750,87.4894,87.7796,87.9238,87.9849,88.1160,88.2766,88.3931,88.4765,88.5837,88.6521,88.7409,88.8226,88.8957,88.9644,88.9973,89.0589,89.1185,89.1333,89.1867,89.2192,89.2714,89.3214,89.3690,89.4073,89.4565,89.4883,89.5238,89.5417,89.5745,89.5995,89.6273,89.6563,89.6820,89.6955,89.7197,89.7414,89.7641,89.7857,89.8082,89.8252,89.8392,89.8634,89.8774,89.8960,89.9162,89.9316
nodraw9,,80.3110,82.6432,83.8189,84.6972,85.0606,85.3873,85.6325,85.9145,86.1120,86.3126,86.4321,86.5998,86.7569,86.8857,87.0158,87.1195,87.2129,87.3004,87.3986,87.4779,87.5216,87.6038,87.6667,87.7510,87.7938,87.8396,87.8869,87.9513,88.0100,88.0496,88.0709,88.1214,88.1590,88.1997,88.2305,88.2651,88.2939,88.3371,88.3675,88.4088,88.4444,88.4783,88.5125,88.5467,88.5779,88.6095,88.6409,88.6613,88.6833,88.6995
