MultiClassTsetlinMachine,2D,Epoch1,Epoch2,Epoch3,Epoch4,Epoch5,Epoch6,Epoch7,Epoch8,Epoch9,Epoch10,Epoch11,Epoch12,Epoch13,Epoch14,Epoch15,Epoch16,Epoch17,Epoch18,Epoch19,Epoch20,Epoch21,Epoch22,Epoch23,Epoch24,Epoch25,Epoch26,Epoch27,Epoch28,Epoch29,Epoch30,Epoch31,Epoch32,Epoch33,Epoch34,Epoch35,Epoch36,Epoch37,Epoch38,Epoch39,Epoch40,Epoch41,Epoch42,Epoch43,Epoch44,Epoch45,Epoch46,Epoch47,Epoch48,Epoch49,Epoch50,Epoch51,Epoch52,Epoch53,Epoch54,Epoch55,Epoch56,Epoch57,Epoch58,Epoch59,Epoch60,Epoch61,Epoch62,Epoch63,Epoch64,Epoch65,Epoch66,Epoch67,Epoch68,Epoch69,Epoch70,Epoch71,Epoch72,Epoch73,Epoch74,Epoch75,Epoch76,Epoch77,Epoch78,Epoch79,Epoch80,Epoch81,Epoch82,Epoch83,Epoch84,Epoch85,Epoch86,Epoch87,Epoch88,Epoch89,Epoch90,Epoch91,Epoch92,Epoch93,Epoch94,Epoch95,Epoch96,Epoch97,Epoch98,Epoch99,Epoch100,Epoch101,Epoch102,Epoch103,Epoch104,Epoch105,Epoch106,Epoch107,Epoch108,Epoch109,Epoch110,Epoch111,Epoch112,Epoch113,Epoch114,Epoch115,Epoch116,Epoch117,Epoch118,Epoch119,Epoch120,Epoch121,Epoch122,Epoch123,Epoch124,Epoch125,Epoch126,Epoch127,Epoch128,Epoch129,Epoch130,Epoch131,Epoch132,Epoch133,Epoch134,Epoch135,Epoch136,Epoch137,Epoch138,Epoch139,Epoch140,Epoch141,Epoch142,Epoch143,Epoch144,Epoch145,Epoch146,Epoch147,Epoch148,Epoch149,Epoch150,Epoch151,Epoch152,Epoch153,Epoch154,Epoch155,Epoch156,Epoch157,Epoch158,Epoch159,Epoch160,Epoch161,Epoch162,Epoch163,Epoch164,Epoch165,Epoch166,Epoch167,Epoch168,Epoch169,Epoch170,Epoch171,Epoch172,Epoch173,Epoch174,Epoch175,Epoch176,Epoch177,Epoch178,Epoch179,Epoch180,Epoch181,Epoch182,Epoch183,Epoch184,Epoch185,Epoch186,Epoch187,Epoch188,Epoch189,Epoch190,Epoch191,Epoch192,Epoch193,Epoch194,Epoch195,Epoch196,Epoch197,Epoch198,Epoch199,Epoch200,
Settings:
Clauses:,2000.0
Threshold:,9000.0
S:,27.0
nodraw0,,85.2749,87.9090,89.4634,90.4614,90.5759,91.0668,91.1486,91.6885,91.7703,91.8848,92.4247,92.4247,92.3593,92.5229,92.6047,92.9156,93.1119,93.0628,93.0792,92.8010,93.1610,93.0792,92.8338,93.4228,93.4064,93.3573,93.4391,93.6191,93.5864,93.5209,93.5373,93.3410,93.5046,93.7336,93.6027,93.5046,93.6027,93.5864,93.5209,93.5537,93.7009,93.7009,93.7991,93.6355,93.7500,93.7336,93.8809,93.7336,93.7500,93.7664,93.8318,94.0609,93.8973,93.8809,93.9463,94.1427,93.9463,93.9463,93.9463,93.6846,93.8809,93.3573,93.4882,93.6027,93.6518,93.2592,93.8482,93.6027,93.7827,93.9300,93.8318,93.9300,93.9627,93.8645,93.6027,93.8809,93.9300,93.8645,94.0445,93.8154,93.7991,93.8645,93.8973,93.7173,93.7173,93.8318,93.8318,93.7827,93.6682,93.7009,93.6027,93.6682,94.0118,93.7664,93.9627,93.9791,93.5537,93.8482,93.5700,93.6191,93.3737,93.7827,93.8318,93.9463,93.5373,93.5046,93.7009,93.4719,94.0772,93.8973,93.5537,93.8318,93.3901,93.8809,93.5373,93.8482,93.6518,93.7173,93.8318,93.5864,93.8809,93.7173,93.6518,93.2755,93.4555,93.5537,93.9136,93.6027,93.3082,93.5700,93.5537,93.6682,93.4228,93.8809,93.4064,93.5046,93.5209,93.3246,93.6191,93.7009,93.4719,93.5864,93.3573,93.4391,93.3737,93.4064,92.9319,93.2264,93.1774,93.5373,93.4882,93.4719,93.4555,93.3901,93.4882,93.5537,93.4882,93.5373,93.4719,93.6355,93.3737,93.3410,93.1774,93.8973,93.2592,93.6518,92.9483,93.1610,93.1446,93.3901,93.3901,93.1446,93.3082,93.2755,93.5864,93.0465,92.8010,93.0628,93.2592,92.8992,92.9156,93.3082,93.0792,93.1446,92.8338,92.6865,92.9156,92.6374,93.1774,93.0137,92.9647,92.5720,92.8829,92.7192,92.3266,92.6211,92.8501,92.5229,93.0955,93.0465
nodraw1,,84.7349,88.0563,89.1361,89.9705,90.6577,90.7395,91.6558,91.7376,91.8521,91.7539,92.2448,92.2775,92.5884,92.6047,93.0465,93.1119,93.5700,93.0301,93.4228,93.0792,93.3901,93.8154,93.5373,93.2592,93.3901,93.4555,93.4882,93.4882,93.6191,93.7173,93.6518,93.6027,94.0445,93.7664,93.7664,93.5373,93.5537,93.5537,93.7500,93.9954,93.8482,93.8645,93.8318,93.9300,93.9791,94.1918,93.4555,93.6846,93.8154,94.1590,94.0281,94.0936,93.8973,94.1263,94.1099,93.8482,94.0281,94.2408,94.0118,94.0936,93.9954,93.7500,94.1590,94.1754,93.9136,93.8318,93.7009,94.0281,94.0772,94.2408,93.7173,93.7336,93.7336,93.7009,93.8645,94.3063,93.9136,93.8809,94.0936,93.8318,93.9954,93.9463,93.6682,94.1099,94.1099,93.8973,93.8645,94.2245,94.1427,94.0281,94.2408,93.7336,94.1427,93.9136,94.1427,94.2736,93.7664,93.9791,93.8482,93.8809,94.2899,93.7827,94.1918,93.7336,93.8809,93.8973,93.6846,93.7827,93.7500,93.8973,93.9954,93.8482,93.6846,93.6518,93.8318,93.6518,93.7009,93.4555,93.7173,94.0118,93.7173,93.7991,93.8318,93.7009,93.4555,93.5700,93.5864,93.7827,93.5537,93.3737,93.2919,93.4228,93.4228,93.5537,93.7827,93.6027,93.7664,93.7991,93.8809,93.5537,93.5046,93.7336,94.0936,93.7500,93.7664,93.1119,93.6518,93.3573,93.3573,93.4228,93.1283,93.3082,93.4882,93.1774,93.6027,93.3737,93.2264,93.1774,93.3082,93.5046,93.4555,93.4882,93.5537,93.6518,93.7173,93.6682,93.4391,93.3246,93.2101,93.3410,93.5373,93.4719,93.4064,93.1774,93.0955,93.0792,93.0628,93.0301,92.9810,93.0792,92.8665,92.8338,92.9156,93.0137,92.9319,92.5556,92.8174,92.9483,93.1283,92.5884,92.7029,92.8992,92.3593,92.7192,92.7683,92.9319,92.7847,93.0628,92.5229,93.0465
nodraw2,,84.0641,87.5000,88.8253,89.3815,89.7251,90.6250,90.8868,91.3122,91.4921,91.7539,91.7048,92.0157,92.0157,92.0812,92.1630,92.3266,92.2284,92.3593,92.6374,92.7683,92.5556,92.2938,92.6865,92.6374,92.6374,92.8992,93.1119,92.6374,92.9156,93.0137,93.2428,93.1119,93.0955,92.7683,93.1119,93.1283,92.9810,93.0137,93.1610,92.8174,93.2919,93.1774,93.2101,93.0628,93.1446,93.0792,93.0955,93.5537,93.2428,93.4882,93.2919,93.3410,93.4555,93.6355,93.5373,93.3246,93.2101,93.3901,93.5046,93.5537,93.7173,93.5537,93.4064,93.5209,93.7991,93.5864,93.5700,93.1774,93.4719,93.6027,93.2264,93.3901,93.5373,93.4391,93.1283,93.2919,93.3410,93.0301,92.9156,93.4391,93.3410,92.8174,93.2264,93.3410,93.1937,93.2755,93.3901,93.6191,93.4882,93.3410,93.4228,93.4228,93.2101,93.1446,92.9319,93.3573,93.3737,93.3410,93.1446,93.2264,93.6355,93.1937,93.0465,93.0628,93.2264,93.1119,93.0792,93.1119,93.5373,93.1774,92.8501,93.1446,93.0628,92.8829,93.0955,92.9974,92.9483,93.2428,93.1610,93.2592,92.9319,92.8829,93.0792,93.4719,92.9647,93.3737,93.0955,93.3901,93.2919,93.0955,93.0628,93.2592,93.1937,93.2101,93.0955,93.1283,93.2919,92.7847,93.2264,92.8829,93.1119,92.7847,92.7192,93.1610,93.2919,92.8665,92.8501,93.1446,92.9483,93.2264,93.0955,93.1283,92.5556,93.4064,92.8010,92.9156,92.5229,93.2592,92.8665,92.8829,92.8338,92.6047,92.7683,92.2775,92.9319,93.1610,92.8665,93.0301,92.8174,92.7029,92.8829,92.6374,92.8665,92.6211,93.0137,92.8992,92.8501,92.6865,92.8174,92.4411,92.6374,92.9156,92.5229,92.6211,92.5720,92.7356,92.6538,92.3920,92.6702,92.6702,91.9175,91.9012,92.3593,92.1302,92.5884,92.1139,92.5393,92.2938,92.7356,92.0975
nodraw3,,85.1579,87.9725,89.2653,90.4598,90.8689,91.1798,91.3271,91.7526,91.8508,92.2599,92.1289,92.1780,92.4399,92.6362,92.5871,92.9471,92.6199,92.6690,92.8817,92.9144,92.9799,92.7344,92.7999,92.9308,93.0126,93.2253,92.9635,92.9635,92.9635,93.3235,93.5199,93.1271,93.1762,93.3562,93.1599,93.3890,93.3890,93.0453,93.2253,92.8653,93.1271,93.2253,93.4217,93.3726,93.1599,93.5690,93.3726,93.4381,93.5853,93.3072,93.5853,93.4544,93.5853,93.5362,93.3562,93.4708,93.2908,93.3399,93.2417,93.6508,93.4872,93.4872,93.3726,93.6017,93.0781,93.4544,93.4217,93.6508,93.3399,93.8308,93.4381,93.3399,93.4544,93.4872,93.2908,93.5362,93.5362,93.7653,93.6835,93.6181,93.1599,93.3399,93.4381,93.3235,93.1271,93.5362,93.1926,93.3072,93.5526,93.5035,93.4053,93.1271,93.5690,93.2253,93.5853,93.4872,93.3399,93.4544,93.2253,93.3726,93.3890,92.7180,93.7490,93.5035,93.2908,93.5362,93.3890,93.2744,93.2417,93.4708,93.1271,93.2581,93.2090,93.1926,93.5035,92.9144,93.5853,93.2908,93.3399,93.4544,93.5362,93.2090,93.2581,93.2581,93.8308,93.1926,93.4217,92.7835,93.2417,93.1762,93.2581,93.1762,93.0781,92.8490,93.2744,93.2581,93.1599,92.8653,92.8817,93.1762,93.4053,93.3235,93.3072,93.0617,93.0290,92.7344,93.0781,93.0126,93.3235,93.3562,93.0944,93.3890,93.3072,93.5035,93.0290,93.2744,93.1108,93.3726,93.1271,92.8326,92.9144,92.9308,93.1435,93.1762,93.0453,93.6017,93.2581,93.0453,93.0617,93.0617,93.0617,92.9308,93.0126,92.8326,92.9962,92.8981,92.7999,92.8490,92.5380,92.5380,92.8981,92.7835,92.7835,93.1599,93.0290,92.8326,92.4726,92.1944,92.4726,92.4890,92.3908,92.0471,92.1617,92.4235,92.5544,92.1453,92.3090,92.2926,92.4071,92.3744
nodraw4,,84.7161,87.5470,89.5271,90.3616,90.9017,90.9671,91.6544,91.7853,91.7526,91.8671,92.4071,92.2108,92.4399,92.5708,92.7017,92.6690,92.8981,92.8981,92.8981,93.0617,93.2090,93.2744,93.1599,93.0290,93.2744,93.1926,93.3399,93.3235,93.4053,93.5853,93.5690,93.2417,93.4053,93.7817,93.5853,93.8144,93.5690,93.6508,93.3562,93.6999,93.8308,93.6835,94.0599,93.8799,93.8144,93.7162,93.7653,93.8635,93.6672,93.8799,93.5526,93.4708,93.7162,93.6999,93.8144,93.9617,93.9126,93.9781,93.9453,93.6181,93.8472,93.5035,93.6017,93.6672,94.0435,93.7326,93.9126,93.7817,93.5690,93.9453,93.6835,93.8144,93.7162,93.9126,93.8635,93.8144,93.6999,93.6999,93.7981,94.0599,93.6999,93.6672,93.5853,93.7490,93.8144,93.8144,93.7162,94.1090,94.1090,93.9617,93.8799,93.4053,93.5690,93.7653,93.9453,93.7653,93.7817,93.7817,94.0599,93.7653,93.6835,93.7162,93.4544,93.6672,93.6999,93.3890,93.7817,93.7653,93.6835,93.7490,93.3399,93.9944,93.7162,93.2090,93.1435,93.4544,93.5853,93.6344,93.4217,93.3726,93.6999,93.4544,93.4381,93.6181,93.7326,93.5690,93.7326,93.7981,93.6508,93.6835,93.5690,93.6999,93.3890,93.2417,93.4708,93.9617,93.2253,93.6835,93.6181,93.7162,93.3072,93.2581,93.4872,93.3562,93.4217,93.5526,93.5690,93.3726,93.0617,93.4708,93.3399,93.5526,93.3072,93.6017,93.5362,93.4381,93.1108,93.3562,93.6508,93.5526,93.5690,93.5362,93.1108,93.0290,92.7999,93.2090,93.2417,93.2253,93.5362,93.5526,92.8653,93.2908,93.3399,93.3562,93.2417,93.5526,93.1599,93.6181,93.1599,92.8162,93.2417,93.2253,93.2090,92.7671,92.8653,93.0453,93.2090,92.8653,93.0126,92.8981,92.6035,93.0126,92.6035,93.2417,92.5544,93.0126,92.8490,92.9471,92.5217,92.6526
nodraw5,,84.9264,88.3961,89.5908,90.0818,90.4419,91.1457,91.1293,91.5057,91.6530,91.7840,91.9967,92.0786,92.0131,92.2422,92.4550,92.2422,92.5205,92.5859,92.7660,92.6350,92.6678,92.6678,92.8642,93.0769,92.9787,92.9951,92.7496,92.9133,92.8314,92.7987,93.0115,92.9624,93.2733,93.4861,93.3061,93.2079,93.3224,93.2897,93.3061,93.2406,93.3715,93.2570,93.1588,93.5025,93.3061,93.5679,93.5352,93.3224,93.3715,93.4206,93.4370,93.4206,93.1751,93.5025,93.6334,93.5679,93.2897,93.7643,93.7643,93.6334,93.7152,93.5352,93.4861,93.5188,93.1751,93.4861,93.5188,93.3879,93.5679,93.9116,93.6170,93.5188,93.8134,93.7152,93.7152,93.6334,93.6661,93.8134,93.6007,93.4534,93.4697,93.2242,93.6661,93.7480,93.6170,93.5516,93.6007,93.8134,93.5352,93.2079,93.1915,93.6334,93.5679,93.3388,93.4534,93.4697,93.3224,93.0442,93.4534,93.4043,93.4697,93.6334,93.5679,93.3388,93.5843,93.5188,93.4043,93.6498,93.5679,93.3715,93.2079,93.6498,93.5025,93.6989,93.8134,93.5188,93.2079,93.2897,93.1260,93.5025,93.4206,93.2079,93.1751,93.3388,93.1260,93.2733,93.1097,93.3715,93.5188,93.5843,93.2079,93.3388,93.4206,93.1424,93.2406,93.1097,93.4043,93.3715,93.0769,93.4206,93.4534,93.3715,93.2242,93.6007,93.3715,93.2406,93.2242,93.1588,93.1260,93.2406,92.9624,93.4534,93.2733,93.0933,93.1588,93.2406,93.0278,92.8805,93.0769,92.8478,93.0442,93.0933,92.9951,93.0278,92.9460,93.2570,92.8642,92.5859,93.1097,93.1588,93.0278,93.2897,93.3879,93.1588,93.0769,93.0933,93.1588,93.2242,92.9460,92.9951,93.2897,92.9133,93.1915,92.8151,92.8969,92.5696,92.5205,93.1260,92.7987,92.5205,92.6187,92.8642,92.5041,93.1915,92.5696,92.8151,92.5859,92.9133,92.4386,92.4877
nodraw6,,84.5663,87.8232,89.4926,90.0000,90.3110,90.7692,91.0311,91.3257,91.6694,91.8331,91.8331,91.9149,91.9640,92.1931,92.4714,92.7169,92.6350,92.4550,92.8805,92.9951,93.1260,92.9787,93.0278,93.0278,93.4043,93.2406,93.3224,93.0442,93.2242,93.3715,93.4370,93.4370,93.3388,93.2406,93.1915,93.9444,93.3061,93.6989,93.4861,93.6498,93.5843,93.3552,93.6825,93.4697,93.5025,93.6825,93.5679,93.7971,93.6825,93.4534,93.6661,93.8298,93.3552,93.6007,93.4206,93.5516,93.6170,93.5025,93.8462,93.5843,93.6170,93.6825,93.6661,93.3224,93.4043,93.4861,93.5025,93.7480,93.6989,93.8462,93.7807,93.7316,93.7152,93.7971,93.7643,93.6989,93.9280,93.6498,93.9771,93.5352,93.6007,93.5843,93.5679,93.6007,93.5843,93.5188,93.5188,93.2406,93.6170,93.7807,93.8298,93.9280,93.6170,93.5352,93.6989,93.4370,93.4043,93.4697,93.6989,93.5025,93.3388,93.4043,93.7971,94.0426,93.4861,93.7807,93.3388,93.5352,93.5679,93.6989,93.6334,93.3879,93.6661,93.6661,93.6007,93.2733,93.4043,93.6007,93.3552,93.3552,93.7643,93.6498,93.6007,93.0442,93.4697,93.2406,93.3552,93.4697,93.4534,93.5352,93.3224,93.3061,93.4206,93.3388,93.3552,93.3388,93.1424,93.1097,92.9951,92.9460,92.9951,93.0442,93.2570,93.0278,93.2897,93.0769,92.9460,92.8969,93.0115,92.9296,93.2570,92.9951,92.5859,93.5025,92.9787,92.9624,92.8969,93.2242,92.9133,93.1097,92.8314,93.2079,93.1097,93.2897,93.1588,93.0933,93.0442,93.0933,92.8642,92.8969,92.8642,92.1604,92.8478,93.2406,92.6678,92.7823,93.3224,93.0933,92.4714,92.9624,92.9133,92.6678,92.6350,92.8805,92.6350,92.7169,92.7496,93.0769,92.7496,92.7496,92.6841,92.4059,92.7169,92.6514,92.5368,92.4386,92.6678,92.6514,92.5368,92.7005
nodraw7,,85.3682,88.0033,89.7054,90.4255,90.8347,91.2111,91.4894,91.7512,91.9804,92.1604,92.1113,92.5041,92.4059,92.6678,92.6023,92.6514,92.7987,93.0278,92.8805,92.8969,93.1588,93.3061,93.2079,92.9624,93.2406,93.3061,93.3224,93.4697,93.4043,93.4697,93.0933,93.4861,93.5025,93.2406,93.2897,93.2242,93.5352,93.6170,93.4697,93.6007,93.7807,93.4534,93.4043,93.6498,93.6498,93.5679,93.4206,93.5516,93.4206,93.5516,93.6825,93.5516,93.9116,93.8789,93.4370,93.9935,93.5025,93.5679,93.7152,93.9116,93.9607,93.7316,93.7643,93.3879,93.6007,93.6661,93.8134,93.9116,93.9116,93.5516,93.8462,93.4861,93.8462,93.5352,93.8789,93.4861,93.8134,93.3715,93.8462,93.9116,93.6007,93.7971,93.8134,93.6498,93.8625,93.6498,93.4697,93.5188,94.0426,93.7807,93.7643,93.8462,93.8625,94.1571,93.9116,94.1735,93.9280,93.5188,93.6498,93.5516,93.9607,93.8134,93.8134,93.5516,93.9116,93.6334,93.9444,93.9116,93.6989,93.9444,93.7152,93.7316,93.6989,93.9280,93.6661,93.7316,93.6661,93.5188,93.6661,93.5843,93.6007,93.4534,93.7152,93.5516,93.5516,93.9280,93.2406,93.9116,93.7316,93.6334,93.7152,93.4697,93.5679,93.6498,93.4697,93.1915,93.5843,93.7971,93.7316,93.3715,93.8462,93.3061,93.6170,93.8789,93.2733,93.3879,93.6661,93.8953,93.3879,93.3715,93.3715,93.6170,93.4534,93.3715,93.4206,93.4861,93.2570,93.2242,92.9787,93.3388,93.5352,93.3061,92.8642,93.2897,93.3224,92.8969,92.9951,93.6825,92.7005,93.0933,93.0442,92.8314,93.0278,93.0278,92.3404,93.1424,92.9624,92.9951,93.1260,93.1588,93.3715,93.2733,93.4534,93.0278,93.2079,92.8642,92.8642,92.7332,93.1424,92.8151,93.1424,93.2733,93.1260,93.0115,92.8642,92.8314,92.7496,92.9624,93.0769,92.8151
nodraw8,,85.0082,87.5777,88.7398,89.7218,90.4255,90.8511,91.1293,91.8658,91.7512,92.1277,92.1440,92.1277,92.4386,92.7005,92.7660,93.1097,93.1097,93.0933,92.8969,93.1424,93.0278,93.2406,93.2897,93.2897,93.4043,93.6334,93.3388,93.2897,93.4534,93.5843,93.2406,93.2897,93.6825,93.6825,93.7807,93.6661,93.6007,93.8789,93.7152,93.4697,93.7152,93.4697,93.8134,93.7480,93.8462,93.8298,93.6334,93.7643,93.7316,93.7152,93.6498,93.4370,93.8134,93.7152,93.7971,93.4534,94.0917,93.7152,93.5843,93.6498,93.5843,93.5516,93.7971,93.6498,93.7480,93.8953,93.8953,93.7316,93.4043,93.6989,93.8625,93.7152,93.6825,93.6989,93.8134,93.7807,93.6334,93.8298,93.9444,93.6498,93.8953,93.8953,93.7643,93.3715,93.7643,93.9935,93.6825,93.8789,93.9607,93.6989,93.4697,93.8789,93.8134,93.7643,93.6661,93.9280,93.8789,93.8625,93.5025,93.4861,93.7971,93.4861,93.5843,93.5188,93.5188,93.3552,93.7480,92.8478,93.6825,93.6661,93.6334,93.4206,93.6989,93.6825,93.3715,93.5025,92.9296,93.8134,93.6825,93.1588,93.4534,93.5843,93.3715,93.4697,93.3715,93.7480,93.7316,93.3552,93.5188,93.8953,93.4043,93.4534,93.5352,93.5188,93.3879,93.6825,93.6989,93.3715,93.5679,93.4043,93.3879,93.1097,93.9280,93.6498,93.6170,92.9296,93.0115,92.9460,93.5025,93.2406,93.3552,93.3552,93.1915,93.4206,93.5025,93.0278,93.3715,93.1097,93.2897,93.5188,93.2079,93.2406,93.1915,93.4043,93.0769,92.9951,93.2242,93.1097,93.0278,92.9787,93.1097,92.9787,92.8314,92.1113,93.0115,92.5205,92.6678,92.6841,92.8642,92.7169,92.8805,92.7005,92.5368,92.6350,92.6841,92.9133,92.6841,92.5696,92.3568,92.7823,92.4386,92.4223,92.8805,92.8314,92.6678,92.3732,92.2259,92.1931,92.3895,92.3568
nodraw9,,84.7791,87.7250,89.4926,89.9018,90.9656,91.2111,91.5712,91.4894,92.0949,92.1277,92.5205,92.4550,92.5205,92.6514,92.7987,93.0278,93.0933,92.9460,93.1260,93.0769,93.1588,93.0606,93.0933,92.9624,93.0769,93.3061,93.0115,93.5352,93.3388,93.4861,93.4697,93.5352,93.4861,93.6825,93.6825,93.7480,93.5025,93.3879,93.6334,93.5516,93.6334,93.6334,93.4534,93.6661,93.7807,93.5843,93.8789,93.7807,93.9116,93.9280,93.6825,93.5188,93.7480,93.3879,93.8134,93.7971,93.6498,93.6498,93.7152,93.5843,93.9280,93.8953,93.7971,93.8789,93.4861,93.4697,94.0262,93.6661,93.8953,93.8462,93.5025,93.8462,93.9771,93.6825,93.9280,93.7316,93.7480,93.3224,93.8953,93.7480,93.7480,93.7316,93.9444,93.8953,93.7643,93.9444,93.5352,93.5679,93.9280,94.0753,93.7807,93.5352,93.7807,94.0753,93.5843,93.7480,93.5843,93.7643,93.5352,93.7316,93.4043,93.8462,93.4370,93.8953,93.6007,93.5679,93.5188,93.6825,93.4534,93.5352,93.5679,93.6170,93.3715,93.8298,93.6334,93.8462,93.7643,93.6825,93.4370,93.8953,93.5188,93.8953,94.0098,93.6334,93.1751,93.9444,94.0426,93.8134,93.1751,93.1588,93.4043,93.2242,93.6334,93.6334,93.7480,93.5352,93.8625,93.1260,93.0278,93.6007,93.6498,93.6989,93.3061,93.5679,93.5188,93.1915,93.7152,93.5025,93.2897,93.0606,93.2733,93.3224,93.2897,93.2079,93.4370,93.1260,93.4206,93.1260,93.6334,93.0442,93.2733,93.5188,93.6170,92.8805,93.6334,93.2897,93.5843,93.1588,93.2733,93.3715,92.3732,93.1915,92.9951,93.6170,92.5205,92.7005,93.2570,93.3224,93.4861,92.4386,93.1260,92.7169,93.1097,92.9951,92.0622,92.9296,92.2750,92.8805,92.4223,92.5205,92.2913,93.3224,92.3404,92.3077,92.9951,92.2259,92.3895,92.5205,92.8314,92.9296
